"Plot Title: 9724974"
#,Date Time,Temp (°F) LGR S/N: 9724974 c:1,Temp (°F) LGR S/N: 9724974 c:2,Coupler Detached LGR S/N: 9724974,Coupler Attached LGR S/N: 9724974,Host Connected LGR S/N: 9724974,End Of File LGR S/N: 9724974
952,10-09-27 05:00:00  AM,36 313,34 371,,,,
953,10-09-27 06:00:00  AM,36 217,34 272,,,,
954,10-09-27 07:00:00  AM,36 698,34 272,,,,
955,10-09-27 08:00:00  AM,35 976,34 810,,,,
956,10-09-27 09:00:00  AM,36 410,35 346,,,,
957,10-09-27 10:00:00  AM,36 795,36 313,,,,
958,10-09-27 11:00:00  AM,36 842,37 416,,,,
959,10-09-27 12:00:00  PM,36 410,38 795,,,,
960,10-09-27 01:00:00  PM,35 685,39 549,,,,
961,10-09-27 02:00:00  PM,37 035,42 064,,,,
962,10-09-27 03:00:00  PM,37 656,43 443,,,,
963,10-09-27 04:00:00  PM,37 081,43 624,,,,
964,10-09-27 05:00:00  PM,38 037,43 396,,,,
965,10-09-27 06:00:00  PM,37 369,42 064,,,,
966,10-09-27 07:00:00  PM,35 638,40 485,,,,
967,10-09-27 08:00:00  PM,33 287,38 368,,,,
968,10-09-27 09:00:00  PM,33 780,37 081,,,,
969,10-09-27 10:00:00  PM,30 783,35 200,,,,
970,10-09-27 11:00:00  PM,29 149,34 371,,,,
971,10-09-28 12:00:00  AM,30 429,33 978,,,,
972,10-09-28 01:00:00  AM,28 321,33 681,,,,
973,10-09-28 02:00:00  AM,27 799,33 485,,,,
974,10-09-28 03:00:00  AM,28 008,33 336,,,,
975,10-09-28 04:00:00  AM,28 580,33 237,,,,
976,10-09-28 05:00:00  AM,26 960,33 138,,,,
977,10-09-28 06:00:00  AM,28 216,33 089,,,,
978,10-09-28 07:00:00  AM,29 354,32 940,,,,
979,10-09-28 08:00:00  AM,29 970,32 841,,,,
980,10-09-28 09:00:00  AM,34 124,32 790,,,,
981,10-09-28 10:00:00  AM,35 346,32 841,,,,
982,10-09-28 11:00:00  AM,36 169,32 891,,,,
983,10-09-28 12:00:00  PM,36 891,32 940,,,,
984,10-09-28 01:00:00  PM,38 368,35 249,,,,
985,10-09-28 02:00:00  PM,39 267,39 407,,,,
986,10-09-28 03:00:00  PM,39 267,38 368,,,,
987,10-09-28 04:00:00  PM,37 702,38 889,,,,
988,10-09-28 05:00:00  PM,33 928,37 225,,,,
989,10-09-28 06:00:00  PM,34 468,36 939,,,,
990,10-09-28 07:00:00  PM,34 371,35 589,,,,
991,10-09-28 08:00:00  PM,33 138,34 272,,,,
992,10-09-28 09:00:00  PM,33 681,33 584,,,,
993,10-09-28 10:00:00  PM,32 641,33 237,,,,
994,10-09-28 11:00:00  PM,33 386,33 138,,,,
995,10-09-29 12:00:00  AM,33 584,33 039,,,,
996,10-09-29 01:00:00  AM,34 075,33 039,,,,
997,10-09-29 02:00:00  AM,34 223,32 990,,,,
998,10-09-29 03:00:00  AM,35 443,32 940,,,,
999,10-09-29 04:00:00  AM,35 976,32 990,,,,
1000,10-09-29 05:00:00  AM,35 928,32 990,,,,
1001,10-09-29 06:00:00  AM,35 733,32 990,,,,
1002,10-09-29 07:00:00  AM,36 120,33 039,,,,
1003,10-09-29 08:00:00  AM,36 217,33 138,,,,
1004,10-09-29 09:00:00  AM,36 603,33 435,,,,
1005,10-09-29 10:00:00  AM,37 560,34 565,,,,
1006,10-09-29 11:00:00  AM,38 415,34 761,,,,
1007,10-09-29 12:00:00  PM,38 606,36 795,,,,
1008,10-09-29 01:00:00  PM,37 942,38 984,,,,
1009,10-09-29 02:00:00  PM,38 842,40 064,,,,
1010,10-09-29 03:00:00  PM,39 173,41 137,,,,
1011,10-09-29 04:00:00  PM,40 017,40 672,,,,
1012,10-09-29 05:00:00  PM,40 111,39 454,,,,
1013,10-09-29 06:00:00  PM,39 173,37 225,,,,
1014,10-09-29 07:00:00  PM,38 415,35 928,,,,
1015,10-09-29 08:00:00  PM,38 226,35 249,,,,
1016,10-09-29 09:00:00  PM,38 037,34 761,,,,
1017,10-09-29 10:00:00  PM,37 893,34 664,,,,
1018,10-09-29 11:00:00  PM,38 273,33 928,,,,
1019,10-09-30 12:00:00  AM,37 751,33 879,,,,
1020,10-09-30 01:00:00  AM,37 798,33 633,,,,
1021,10-09-30 02:00:00  AM,37 560,33 287,,,,
1022,10-09-30 03:00:00  AM,37 751,33 287,,,,
1023,10-09-30 04:00:00  AM,37 274,33 386,,,,
1024,10-09-30 05:00:00  AM,36 939,32 891,,,,
1025,10-09-30 06:00:00  AM,36 795,32 392,,,,
1026,10-09-30 07:00:00  AM,36 698,32 641,,,,
1027,10-09-30 08:00:00  AM,36 795,31 993,,,,
1028,10-09-30 09:00:00  AM,37 465,33 138,,,,
1029,10-09-30 10:00:00  AM,37 321,35 541,,,,
1030,10-09-30 11:00:00  AM,37 893,35 346,,,,
1031,10-09-30 12:00:00  PM,38 937,36 795,,,,
1032,10-09-30 01:00:00  PM,40 204,39 031,,,,
1033,10-09-30 02:00:00  PM,42 525,40 951,,,,
1034,10-09-30 03:00:00  PM,44 263,44 310,,,,
1035,10-09-30 04:00:00  PM,43 030,44 082,,,,
1036,10-09-30 05:00:00  PM,42 616,42 616,,,,
1037,10-09-30 06:00:00  PM,42 156,41 230,,,,
1038,10-09-30 07:00:00  PM,42 294,39 360,,,,
1039,10-09-30 08:00:00  PM,42 800,38 037,,,,
1040,10-09-30 09:00:00  PM,41 925,36 410,,,,
1041,10-09-30 10:00:00  PM,41 648,34 516,,,,
1042,10-09-30 11:00:00  PM,42 663,33 780,,,,
1043,10-10-01 12:00:00  AM,42 109,32 193,,,,
1044,10-10-01 01:00:00  AM,42 892,32 990,,,,
1045,10-10-01 02:00:00  AM,45 172,32 990,,,,
1046,10-10-01 03:00:00  AM,42 064,32 891,,,,
1047,10-10-01 04:00:00  AM,42 663,32 790,,,,
1048,10-10-01 05:00:00  AM,42 433,32 691,,,,
1049,10-10-01 06:00:00  AM,42 202,32 641,,,,
1050,10-10-01 07:00:00  AM,41 043,32 491,,,,
1051,10-10-01 08:00:00  AM,41 230,32 392,,,,
1052,10-10-01 09:00:00  AM,40 811,32 392,,,,
1053,10-10-01 10:00:00  AM,43 443,32 392,,,,
1054,10-10-01 11:00:00  AM,44 809,32 443,,,,
1055,10-10-01 12:00:00  PM,45 082,32 742,,,,
1056,10-10-01 01:00:00  PM,48 493,39 924,,,,
1057,10-10-01 02:00:00  PM,50 445,43 853,,,,
1058,10-10-01 03:00:00  PM,50 797,45 896,,,,
1059,10-10-01 04:00:00  PM,48 493,45 534,,,,
1060,10-10-01 05:00:00  PM,45 986,43 075,,,,
1061,10-10-01 06:00:00  PM,46 751,42 386,,,,
1062,10-10-01 07:00:00  PM,43 306,40 438,,,,
1063,10-10-01 08:00:00  PM,41 508,38 937,,,,
1064,10-10-01 09:00:00  PM,41 416,36 891,,,,
1065,10-10-01 10:00:00  PM,40 438,36 217,,,,
1066,10-10-01 11:00:00  PM,37 465,36 266,,,,
1067,10-10-02 12:00:00  AM,36 025,35 443,,,,
1068,10-10-02 01:00:00  AM,35 395,35 249,,,,
1069,10-10-02 02:00:00  AM,34 468,34 419,,,,
1070,10-10-02 03:00:00  AM,33 780,33 879,,,,
1071,10-10-02 04:00:00  AM,33 584,33 386,,,,
1072,10-10-02 05:00:00  AM,33 681,33 089,,,,
1073,10-10-02 06:00:00  AM,33 831,32 891,,,,
1074,10-10-02 07:00:00  AM,33 485,32 790,,,,
1075,10-10-02 08:00:00  AM,33 237,32 592,,,,
1076,10-10-02 09:00:00  AM,33 681,32 542,,,,
1077,10-10-02 10:00:00  AM,32 443,32 542,,,,
1078,10-10-02 11:00:00  AM,33 780,32 592,,,,
1079,10-10-02 12:00:00  PM,34 027,32 592,,,,
1080,10-10-02 01:00:00  PM,34 371,32 691,,,,
1081,10-10-02 02:00:00  PM,35 298,34 907,,,,
1082,10-10-02 03:00:00  PM,36 891,37 751,,,,
1083,10-10-02 04:00:00  PM,37 035,37 274,,,,
1084,10-10-02 05:00:00  PM,37 416,37 081,,,,
1085,10-10-02 06:00:00  PM,37 274,36 410,,,,
1086,10-10-02 07:00:00  PM,34 223,34 419,,,,
1087,10-10-02 08:00:00  PM,32 542,33 435,,,,
1088,10-10-02 09:00:00  PM,32 592,33 089,,,,
1089,10-10-02 10:00:00  PM,32 392,32 790,,,,
1090,10-10-02 11:00:00  PM,33 831,32 592,,,,
1091,10-10-03 12:00:00  AM,34 027,32 491,,,,
1092,10-10-03 01:00:00  AM,34 174,32 443,,,,
1093,10-10-03 02:00:00  AM,34 810,32 342,,,,
1094,10-10-03 03:00:00  AM,34 761,32 342,,,,
1095,10-10-03 04:00:00  AM,34 124,32 293,,,,
1096,10-10-03 05:00:00  AM,33 928,32 243,,,,
1097,10-10-03 06:00:00  AM,33 287,32 193,,,,
1098,10-10-03 07:00:00  AM,33 633,32 142,,,,
1099,10-10-03 08:00:00  AM,33 237,32 092,,,,
1100,10-10-03 09:00:00  AM,32 592,31 993,,,,
1101,10-10-03 10:00:00  AM,34 615,31 993,,,,
1102,10-10-03 11:00:00  AM,34 664,32 043,,,,
1103,10-10-03 12:00:00  PM,34 664,32 043,,,,
1104,10-10-03 01:00:00  PM,38 131,32 043,,,,
1105,10-10-03 02:00:00  PM,39 173,32 092,,,,
1106,10-10-03 03:00:00  PM,39 031,32 142,,,,
1107,10-10-03 04:00:00  PM,38 653,32 193,,,,
1108,10-10-03 05:00:00  PM,37 465,32 392,,,,
1109,10-10-03 06:00:00  PM,36 795,32 990,,,,
1110,10-10-03 07:00:00  PM,36 072,32 940,,,,
1111,10-10-03 08:00:00  PM,36 554,32 592,,,,
1112,10-10-03 09:00:00  PM,36 025,32 691,,,,
1113,10-10-03 10:00:00  PM,36 313,32 592,,,,
1114,10-10-03 11:00:00  PM,36 072,32 592,,,,
1115,10-10-04 12:00:00  AM,35 249,32 592,,,,
1116,10-10-04 01:00:00  AM,34 124,32 542,,,,
1117,10-10-04 02:00:00  AM,34 027,32 491,,,,
1118,10-10-04 03:00:00  AM,33 386,32 443,,,,
1119,10-10-04 04:00:00  AM,32 193,32 392,,,,
1120,10-10-04 05:00:00  AM,30 936,32 193,,,,
1121,10-10-04 06:00:00  AM,30 376,31 942,,,,
1122,10-10-04 07:00:00  AM,29 867,31 642,,,,
1123,10-10-04 08:00:00  AM,29 097,31 037,,,,
1124,10-10-04 09:00:00  AM,28 839,30 682,,,,
1125,10-10-04 10:00:00  AM,29 406,30 376,,,,
1126,10-10-04 11:00:00  AM,30 429,30 225,,,,
1127,10-10-04 12:00:00  PM,31 339,30 123,,,,
1128,10-10-04 01:00:00  PM,34 371,30 682,,,,
1129,10-10-04 02:00:00  PM,36 072,31 440,,,,
1130,10-10-04 03:00:00  PM,36 217,31 743,,,,
1131,10-10-04 04:00:00  PM,33 732,31 692,,,,
1132,10-10-04 05:00:00  PM,36 410,31 743,,,,
1133,10-10-04 06:00:00  PM,32 641,31 692,,,,
1134,10-10-04 07:00:00  PM,30 733,31 037,,,,
1135,10-10-04 08:00:00  PM,30 580,30 479,,,,
1136,10-10-04 09:00:00  PM,30 682,30 429,,,,
1137,10-10-04 10:00:00  PM,31 339,30 326,,,,
1138,10-10-04 11:00:00  PM,31 440,30 429,,,,
1139,10-10-05 12:00:00  AM,33 089,30 479,,,,
1140,10-10-05 01:00:00  AM,31 642,30 529,,,,
1141,10-10-05 02:00:00  AM,29 559,30 682,,,,
1142,10-10-05 03:00:00  AM,28 060,30 834,,,,
1143,10-10-05 04:00:00  AM,28 839,30 884,,,,
1144,10-10-05 05:00:00  AM,28 425,30 936,,,,
1145,10-10-05 06:00:00  AM,29 457,31 037,,,,
1146,10-10-05 07:00:00  AM,30 682,31 188,,,,
1147,10-10-05 08:00:00  AM,31 541,31 289,,,,
1148,10-10-05 09:00:00  AM,31 339,31 390,,,,
1149,10-10-05 10:00:00  AM,32 592,31 491,,,,
1150,10-10-05 11:00:00  AM,33 584,31 692,,,,
1151,10-10-05 12:00:00  PM,34 907,31 791,,,,
1152,10-10-05 01:00:00  PM,35 541,31 842,,,,
1153,10-10-05 02:00:00  PM,33 386,31 892,,,,
1154,10-10-05 03:00:00  PM,34 565,31 892,,,,
1155,10-10-05 04:00:00  PM,34 957,31 942,,,,
1156,10-10-05 05:00:00  PM,35 443,32 043,,,,
1157,10-10-05 06:00:00  PM,34 565,32 043,,,,
1158,10-10-05 07:00:00  PM,35 152,32 043,,,,
1159,10-10-05 08:00:00  PM,34 272,32 043,,,,
1160,10-10-05 09:00:00  PM,33 780,32 043,,,,
1161,10-10-05 10:00:00  PM,33 534,32 043,,,,
1162,10-10-05 11:00:00  PM,33 584,32 043,,,,
1163,10-10-06 12:00:00  AM,33 138,32 043,,,,
1164,10-10-06 01:00:00  AM,32 790,32 043,,,,
1165,10-10-06 02:00:00  AM,32 841,32 043,,,,
1166,10-10-06 03:00:00  AM,33 732,32 043,,,,
1167,10-10-06 04:00:00  AM,34 516,32 043,,,,
1168,10-10-06 05:00:00  AM,33 681,32 043,,,,
1169,10-10-06 06:00:00  AM,33 485,32 043,,,,
1170,10-10-06 07:00:00  AM,33 584,32 043,,,,
1171,10-10-06 08:00:00  AM,32 990,32 043,,,,
1172,10-10-06 09:00:00  AM,33 485,31 993,,,,
1173,10-10-06 10:00:00  AM,31 942,31 993,,,,
1174,10-10-06 11:00:00  AM,32 891,32 043,,,,
1175,10-10-06 12:00:00  PM,33 780,32 043,,,,
1176,10-10-06 01:00:00  PM,34 075,32 043,,,,
1177,10-10-06 02:00:00  PM,34 713,32 043,,,,
1178,10-10-06 03:00:00  PM,35 346,32 043,,,,
1179,10-10-06 04:00:00  PM,36 842,32 043,,,,
1180,10-10-06 05:00:00  PM,37 560,32 043,,,,
1181,10-10-06 06:00:00  PM,35 249,32 043,,,,
1182,10-10-06 07:00:00  PM,33 831,32 043,,,,
1183,10-10-06 08:00:00  PM,33 188,32 043,,,,
1184,10-10-06 09:00:00  PM,33 039,32 043,,,,
1185,10-10-06 10:00:00  PM,31 993,32 043,,,,
1186,10-10-06 11:00:00  PM,31 791,32 043,,,,
1187,10-10-07 12:00:00  AM,31 942,31 942,,,,
1188,10-10-07 01:00:00  AM,31 087,31 642,,,,
1189,10-10-07 02:00:00  AM,31 138,31 390,,,,
1190,10-10-07 03:00:00  AM,31 188,31 037,,,,
1191,10-10-07 04:00:00  AM,30 783,30 884,,,,
1192,10-10-07 05:00:00  AM,29 097,30 632,,,,
1193,10-10-07 06:00:00  AM,29 917,30 479,,,,
1194,10-10-07 07:00:00  AM,28 373,30 123,,,,
1195,10-10-07 08:00:00  AM,28 008,29 097,,,,
1196,10-10-07 09:00:00  AM,28 008,28 942,,,,
1197,10-10-07 10:00:00  AM,28 994,28 735,,,,
1198,10-10-07 11:00:00  AM,28 425,28 269,,,,
1199,10-10-07 12:00:00  PM,28 373,28 216,,,,
1200,10-10-07 01:00:00  PM,32 592,29 714,,,,
1201,10-10-07 02:00:00  PM,31 591,31 289,,,,
1202,10-10-07 03:00:00  PM,34 615,31 491,,,,
1203,10-10-07 04:00:00  PM,35 346,31 692,,,,
1204,10-10-07 05:00:00  PM,35 055,31 791,,,,
1205,10-10-07 06:00:00  PM,33 435,31 892,,,,
1206,10-10-07 07:00:00  PM,33 138,31 892,,,,
1207,10-10-07 08:00:00  PM,32 043,31 892,,,,
