"Plot Title: 9724974"
"#","Date","Time, GMT-07:00","Temp, °C (LGR S/N: 9724974, SEN S/N: 9724974)","Temp, °C (LGR S/N: 9724974, SEN S/N: 9724974)","Coupler Detached (LGR S/N: 9724974, SEN S/N: 9724974)","Coupler Attached (LGR S/N: 9724974, SEN S/N: 9724974)","Host Connected (LGR S/N: 9724974, SEN S/N: 9724974)","End Of File (LGR S/N: 9724974, SEN S/N: 9724974)"
8114,07/22/11,03:00:00 PM,16.796,19.413,,,,
8115,07/22/11,04:00:00 PM,17.962,18.509,,,,
8116,07/22/11,05:00:00 PM,19.508,23.184,,,,
8117,07/22/11,06:00:00 PM,13.257,19.651,,,,
8118,07/22/11,07:00:00 PM,12.292,12.534,,,,
8119,07/22/11,08:00:00 PM,13.618,14.170,,,,
8120,07/22/11,09:00:00 PM,13.016,13.642,,,,
8121,07/22/11,10:00:00 PM,12.437,10.883,,,,
8122,07/22/11,11:00:00 PM,11.370,8.841,,,,
8123,07/23/11,12:00:00 AM,11.175,7.895,,,,
8124,07/23/11,01:00:00 AM,11.127,7.645,,,,
8125,07/23/11,02:00:00 AM,10.320,6.813,,,,
8126,07/23/11,03:00:00 AM,10.001,6.408,,,,
8127,07/23/11,04:00:00 AM,10.149,6.204,,,,
8128,07/23/11,05:00:00 AM,10.173,6.990,,,,
8129,07/23/11,06:00:00 AM,10.173,7.494,,,,
8130,07/23/11,07:00:00 AM,9.928,8.817,,,,
8131,07/23/11,08:00:00 AM,10.173,10.149,,,,
8132,07/23/11,09:00:00 AM,11.248,11.710,,,,
8133,07/23/11,10:00:00 AM,13.040,12.389,,,,
8134,07/23/11,11:00:00 AM,14.649,17.629,,,,
8135,07/23/11,12:00:00 PM,15.175,18.818,,,,
8136,07/23/11,01:00:00 PM,16.987,20.460,,,,
8137,07/23/11,02:00:00 PM,18.010,22.681,,,,
8138,07/23/11,03:00:00 PM,18.105,21.772,,,,
8139,07/23/11,04:00:00 PM,17.582,19.579,,,,
8140,07/23/11,05:00:00 PM,18.176,20.531,,,,
8141,07/23/11,06:00:00 PM,17.272,18.937,,,,
8142,07/23/11,07:00:00 PM,17.320,17.058,,,,
8143,07/23/11,08:00:00 PM,17.058,16.225,,,,
8144,07/23/11,09:00:00 PM,13.257,12.292,,,,
8145,07/23/11,10:00:00 PM,11.929,10.369,,,,
8146,07/23/11,11:00:00 PM,10.492,8.519,,,,
8147,07/24/11,12:00:00 AM,9.903,7.544,,,,
8148,07/24/11,01:00:00 AM,9.336,6.914,,,,
8149,07/24/11,02:00:00 AM,9.238,6.204,,,,
8150,07/24/11,03:00:00 AM,8.891,5.745,,,,
8151,07/24/11,04:00:00 AM,8.668,5.539,,,,
8152,07/24/11,05:00:00 AM,8.693,5.411,,,,
8153,07/24/11,06:00:00 AM,8.817,5.360,,,,
8154,07/24/11,07:00:00 AM,9.262,6.458,,,,
8155,07/24/11,08:00:00 AM,9.312,7.945,,,,
8156,07/24/11,09:00:00 AM,10.173,9.188,,,,
8157,07/24/11,10:00:00 AM,10.736,12.316,,,,
8158,07/24/11,11:00:00 AM,11.637,14.553,,,,
8159,07/24/11,12:00:00 PM,11.710,15.557,,,,
8160,07/24/11,01:00:00 PM,11.321,14.792,,,,
8161,07/24/11,02:00:00 PM,12.050,16.892,,,,
8162,07/24/11,03:00:00 PM,11.904,15.533,,,,
8163,07/24/11,04:00:00 PM,11.273,13.930,,,,
8164,07/24/11,05:00:00 PM,9.780,13.546,,,,
8165,07/24/11,06:00:00 PM,8.618,11.589,,,,
8166,07/24/11,07:00:00 PM,8.916,10.467,,,,
8167,07/24/11,08:00:00 PM,8.668,9.163,,,,
8168,07/24/11,09:00:00 PM,8.419,8.195,,,,
8169,07/24/11,10:00:00 PM,7.745,7.192,,,,
8170,07/24/11,11:00:00 PM,7.419,6.458,,,,
8171,07/25/11,12:00:00 AM,7.041,6.102,,,,
8172,07/25/11,01:00:00 AM,6.839,5.437,,,,
8173,07/25/11,02:00:00 AM,6.535,5.128,,,,
8174,07/25/11,03:00:00 AM,6.204,4.947,,,,
8175,07/25/11,04:00:00 AM,6.102,4.454,,,,
8176,07/25/11,05:00:00 AM,5.616,4.454,,,,
8177,07/25/11,06:00:00 AM,6.128,4.714,,,,
8178,07/25/11,07:00:00 AM,6.712,5.924,,,,
8179,07/25/11,08:00:00 AM,6.914,7.066,,,,
8180,07/25/11,09:00:00 AM,7.544,7.419,,,,
8181,07/25/11,10:00:00 AM,8.245,10.075,,,,
8182,07/25/11,11:00:00 AM,8.444,11.370,,,,
8183,07/25/11,12:00:00 PM,9.238,12.534,,,,
8184,07/25/11,01:00:00 PM,10.712,14.194,,,,
8185,07/25/11,02:00:00 PM,13.546,20.126,,,,
8186,07/25/11,03:00:00 PM,12.389,17.677,,,,
8187,07/25/11,04:00:00 PM,13.786,17.796,,,,
8188,07/25/11,05:00:00 PM,10.443,14.242,,,,
8189,07/25/11,06:00:00 PM,10.638,13.112,,,,
8190,07/25/11,07:00:00 PM,9.361,11.516,,,,
8191,07/25/11,08:00:00 PM,8.519,10.736,,,,
8192,07/25/11,09:00:00 PM,7.720,8.295,,,,
8193,07/25/11,10:00:00 PM,7.167,7.066,,,,
8194,07/25/11,11:00:00 PM,6.763,6.204,,,,
8195,07/26/11,12:00:00 AM,6.509,5.949,,,,
8196,07/26/11,01:00:00 AM,6.509,5.770,,,,
8197,07/26/11,02:00:00 AM,6.306,5.514,,,,
8198,07/26/11,03:00:00 AM,6.128,5.282,,,,
8199,07/26/11,04:00:00 AM,5.949,5.179,,,,
8200,07/26/11,05:00:00 AM,5.745,4.844,,,,
8201,07/26/11,06:00:00 AM,5.745,5.024,,,,
8202,07/26/11,07:00:00 AM,5.642,5.102,,,,
8203,07/26/11,08:00:00 AM,6.230,6.077,,,,
8204,07/26/11,09:00:00 AM,7.519,8.866,,,,
8205,07/26/11,10:00:00 AM,7.343,9.608,,,,
8206,07/26/11,11:00:00 AM,8.195,11.370,,,,
8207,07/26/11,12:00:00 PM,7.720,11.224,,,,
8208,07/26/11,01:00:00 PM,7.519,11.977,,,,
8209,07/26/11,02:00:00 PM,7.066,10.712,,,,
8210,07/26/11,03:00:00 PM,7.343,11.346,,,,
8211,07/26/11,04:00:00 PM,6.864,10.173,,,,
8212,07/26/11,05:00:00 PM,7.091,9.706,,,,
8213,07/26/11,06:00:00 PM,7.645,9.805,,,,
8214,07/26/11,07:00:00 PM,6.509,8.344,,,,
8215,07/26/11,08:00:00 PM,5.770,7.268,,,,
8216,07/26/11,09:00:00 PM,5.231,6.255,,,,
8217,07/26/11,10:00:00 PM,5.514,5.462,,,,
8218,07/26/11,11:00:00 PM,5.437,4.921,,,,
8219,07/27/11,12:00:00 AM,5.128,4.194,,,,
8220,07/27/11,01:00:00 AM,5.257,4.246,,,,
8221,07/27/11,02:00:00 AM,5.257,4.350,,,,
8222,07/27/11,03:00:00 AM,5.024,4.194,,,,
8223,07/27/11,04:00:00 AM,4.895,3.985,,,,
8224,07/27/11,05:00:00 AM,4.558,3.827,,,,
8225,07/27/11,06:00:00 AM,4.636,3.722,,,,
8226,07/27/11,07:00:00 AM,4.141,3.380,,,,
8227,07/27/11,08:00:00 AM,4.921,2.770,,,,
8228,07/27/11,09:00:00 AM,6.763,4.089,,,,
8229,07/27/11,10:00:00 AM,7.645,6.051,,,,
8230,07/27/11,11:00:00 AM,9.163,13.064,,,,
8231,07/27/11,11:44:41 AM,,,,Logged,,
8232,07/27/11,11:44:42 AM,,,,,Logged,
8233,07/27/11,11:44:47 AM,,,,,Logged,
8234,07/27/11,11:47:08 AM,,,Logged,,,
8235,07/27/11,11:51:51 AM,,,,Logged,,
8236,07/27/11,11:51:52 AM,,,,,Logged,
8237,07/27/11,11:52:16 AM,,,Logged,,,
8238,07/27/11,12:00:00 PM,10.345,14.170,,,,
8239,07/27/11,01:00:00 PM,10.785,14.074,,,,
8240,07/27/11,02:00:00 PM,10.736,16.272,,,,
8241,07/27/11,03:00:00 PM,12.775,17.582,,,,
8242,07/27/11,04:00:00 PM,12.195,17.177,,,,
8243,07/27/11,05:00:00 PM,10.834,17.701,,,,
8244,07/27/11,06:00:00 PM,10.051,15.772,,,,
8245,07/27/11,07:00:00 PM,9.312,14.505,,,,
8246,07/27/11,08:00:00 PM,6.737,11.516,,,,
8247,07/27/11,09:00:00 PM,5.488,8.494,,,,
8248,07/27/11,10:00:00 PM,4.999,6.889,,,,
8249,07/27/11,11:00:00 PM,4.844,5.924,,,,
8250,07/28/11,12:00:00 AM,4.636,5.282,,,,
8251,07/28/11,01:00:00 AM,4.714,4.740,,,,
8252,07/28/11,02:00:00 AM,4.714,4.402,,,,
8253,07/28/11,03:00:00 AM,4.454,4.324,,,,
8254,07/28/11,04:00:00 AM,4.350,4.246,,,,
8255,07/28/11,05:00:00 AM,4.194,4.246,,,,
8256,07/28/11,06:00:00 AM,4.428,4.350,,,,
8257,07/28/11,07:00:00 AM,4.298,4.636,,,,
8258,07/28/11,08:00:00 AM,4.506,5.102,,,,
8259,07/28/11,09:00:00 AM,5.565,6.153,,,,
8260,07/28/11,10:00:00 AM,7.015,8.618,,,,
8261,07/28/11,11:00:00 AM,7.041,9.509,,,,
8262,07/28/11,12:00:00 PM,7.192,10.149,,,,
8263,07/28/11,01:00:00 PM,9.312,11.053,,,,
8264,07/28/11,02:00:00 PM,10.345,13.714,,,,
8265,07/28/11,03:00:00 PM,10.198,15.103,,,,
8266,07/28/11,04:00:00 PM,10.418,15.199,,,,
8267,07/28/11,05:00:00 PM,10.590,14.361,,,,
8268,07/28/11,06:00:00 PM,10.541,13.834,,,,
8269,07/28/11,07:00:00 PM,11.175,14.074,,,,
8270,07/28/11,08:00:00 PM,10.541,14.122,,,,
8271,07/28/11,09:00:00 PM,8.618,12.485,,,,
8272,07/28/11,10:00:00 PM,7.318,9.163,,,,
8273,07/28/11,11:00:00 PM,6.433,6.535,,,,
8274,07/29/11,12:00:00 AM,6.204,5.154,,,,
8275,07/29/11,01:00:00 AM,6.179,4.506,,,,
8276,07/29/11,02:00:00 AM,6.026,4.350,,,,
8277,07/29/11,03:00:00 AM,6.357,4.714,,,,
8278,07/29/11,04:00:00 AM,5.745,4.662,,,,
8279,07/29/11,05:00:00 AM,5.334,4.011,,,,
8280,07/29/11,06:00:00 AM,5.975,4.141,,,,
8281,07/29/11,07:00:00 AM,5.591,4.141,,,,
8282,07/29/11,08:00:00 AM,7.142,5.024,,,,
8283,07/29/11,09:00:00 AM,8.170,7.116,,,,
8284,07/29/11,10:00:00 AM,9.460,10.173,,,,
8285,07/29/11,11:00:00 AM,9.780,12.775,,,,
8286,07/29/11,12:00:00 PM,10.051,14.074,,,,
8287,07/29/11,01:00:00 PM,9.435,13.642,,,,
8288,07/29/11,02:00:00 PM,9.706,13.040,,,,
8289,07/29/11,03:00:00 PM,10.100,13.401,,,,
8290,07/29/11,04:00:00 PM,10.418,13.930,,,,
8291,07/29/11,05:00:00 PM,10.247,13.882,,,,
8292,07/29/11,06:00:00 PM,9.977,13.401,,,,
8293,07/29/11,07:00:00 PM,8.941,12.098,,,,
8294,07/29/11,08:00:00 PM,8.568,10.051,,,,
8295,07/29/11,09:00:00 PM,8.095,8.965,,,,
8296,07/29/11,10:00:00 PM,7.670,7.670,,,,
8297,07/29/11,11:00:00 PM,6.914,6.585,,,,
8298,07/30/11,12:00:00 AM,6.408,5.642,,,,
8299,07/30/11,01:00:00 AM,5.975,4.454,,,,
8300,07/30/11,02:00:00 AM,5.437,3.722,,,,
8301,07/30/11,03:00:00 AM,6.102,3.932,,,,
8302,07/30/11,04:00:00 AM,5.642,3.880,,,,
8303,07/30/11,05:00:00 AM,5.616,3.406,,,,
8304,07/30/11,06:00:00 AM,5.796,3.538,,,,
8305,07/30/11,07:00:00 AM,6.102,4.350,,,,
8306,07/30/11,08:00:00 AM,6.281,5.591,,,,
8307,07/30/11,09:00:00 AM,6.965,7.494,,,,
8308,07/30/11,10:00:00 AM,7.645,9.213,,,,
8309,07/30/11,11:00:00 AM,8.369,11.880,,,,
8310,07/30/11,12:00:00 PM,9.163,14.074,,,,
8311,07/30/11,01:00:00 PM,10.541,14.409,,,,
8312,07/30/11,02:00:00 PM,12.461,16.463,,,,
8313,07/30/11,03:00:00 PM,12.823,18.533,,,,
8314,07/30/11,04:00:00 PM,13.161,19.246,,,,
8315,07/30/11,05:00:00 PM,14.266,21.079,,,,
8316,07/30/11,06:00:00 PM,13.449,19.698,,,,
8317,07/30/11,07:00:00 PM,12.243,16.511,,,,
8318,07/30/11,08:00:00 PM,12.147,16.320,,,,
8319,07/30/11,09:00:00 PM,11.053,14.122,,,,
8320,07/30/11,10:00:00 PM,10.124,11.977,,,,
8321,07/30/11,11:00:00 PM,9.139,9.706,,,,
8322,07/31/11,12:00:00 AM,8.519,8.369,,,,
8323,07/31/11,01:00:00 AM,8.195,7.419,,,,
8324,07/31/11,02:00:00 AM,8.220,7.066,,,,
8325,07/31/11,03:00:00 AM,7.820,6.813,,,,
8326,07/31/11,04:00:00 AM,7.519,6.585,,,,
8327,07/31/11,05:00:00 AM,7.217,6.458,,,,
8328,07/31/11,06:00:00 AM,7.116,6.281,,,,
8329,07/31/11,07:00:00 AM,7.619,6.864,,,,
8330,07/31/11,08:00:00 AM,8.369,7.995,,,,
8331,07/31/11,09:00:00 AM,8.469,9.460,,,,
8332,07/31/11,10:00:00 AM,9.706,10.736,,,,
8333,07/31/11,11:00:00 AM,10.663,12.678,,,,
8334,07/31/11,12:00:00 PM,11.516,15.509,,,,
8335,07/31/11,01:00:00 PM,13.185,16.129,,,,
8336,07/31/11,02:00:00 PM,12.437,17.558,,,,
8337,07/31/11,03:00:00 PM,13.353,17.605,,,,
8338,07/31/11,04:00:00 PM,14.337,17.463,,,,
8339,07/31/11,05:00:00 PM,13.185,16.987,,,,
8340,07/31/11,06:00:00 PM,12.389,16.153,,,,
8341,07/31/11,07:00:00 PM,14.026,17.225,,,,
8342,07/31/11,08:00:00 PM,9.756,14.361,,,,
8343,07/31/11,09:00:00 PM,10.541,12.678,,,,
8344,07/31/11,10:00:00 PM,8.419,10.443,,,,
8345,07/31/11,11:00:00 PM,7.770,8.220,,,,
8346,08/01/11,12:00:00 AM,7.268,6.813,,,,
8347,08/01/11,01:00:00 AM,7.293,6.408,,,,
8348,08/01/11,02:00:00 AM,6.965,6.000,,,,
8349,08/01/11,03:00:00 AM,6.965,5.591,,,,
8350,08/01/11,04:00:00 AM,6.813,5.642,,,,
8351,08/01/11,05:00:00 AM,6.864,5.745,,,,
8352,08/01/11,06:00:00 AM,6.889,5.872,,,,
8353,08/01/11,07:00:00 AM,6.965,6.204,,,,
8354,08/01/11,08:00:00 AM,7.368,7.192,,,,
8355,08/01/11,09:00:00 AM,7.469,7.970,,,,
8356,08/01/11,10:00:00 AM,8.767,8.767,,,,
8357,08/01/11,11:00:00 AM,8.742,10.541,,,,
8358,08/01/11,12:00:00 PM,9.163,10.785,,,,
8359,08/01/11,01:00:00 PM,9.015,11.880,,,,
8360,08/01/11,02:00:00 PM,10.736,12.292,,,,
8361,08/01/11,03:00:00 PM,10.075,12.823,,,,
8362,08/01/11,04:00:00 PM,10.026,12.171,,,,
8363,08/01/11,05:00:00 PM,10.443,12.292,,,,
8364,08/01/11,06:00:00 PM,9.410,11.151,,,,
8365,08/01/11,07:00:00 PM,8.145,10.247,,,,
8366,08/01/11,08:00:00 PM,7.745,8.717,,,,
8367,08/01/11,09:00:00 PM,7.217,7.820,,,,
8368,08/01/11,10:00:00 PM,6.255,6.382,,,,
8369,08/01/11,11:00:00 PM,6.357,5.385,,,,
8370,08/02/11,12:00:00 AM,6.204,5.257,,,,
8371,08/02/11,01:00:00 AM,5.745,5.024,,,,
8372,08/02/11,02:00:00 AM,5.642,4.766,,,,
8373,08/02/11,03:00:00 AM,5.179,4.402,,,,
8374,08/02/11,04:00:00 AM,5.462,4.480,,,,
8375,08/02/11,05:00:00 AM,5.179,4.584,,,,
8376,08/02/11,06:00:00 AM,4.973,4.506,,,,
8377,08/02/11,07:00:00 AM,5.334,4.740,,,,
8378,08/02/11,08:00:00 AM,5.745,5.385,,,,
8379,08/02/11,09:00:00 AM,7.116,7.041,,,,
8380,08/02/11,10:00:00 AM,7.444,8.742,,,,
8381,08/02/11,11:00:00 AM,8.270,9.903,,,,
8382,08/02/11,12:00:00 PM,9.558,11.443,,,,
8383,08/02/11,01:00:00 PM,9.583,13.016,,,,
8384,08/02/11,02:00:00 PM,12.582,15.294,,,,
8385,08/02/11,03:00:00 PM,11.710,16.796,,,,
8386,08/02/11,04:00:00 PM,11.297,16.463,,,,
8387,08/02/11,05:00:00 PM,9.879,14.385,,,,
8388,08/02/11,06:00:00 PM,10.492,14.050,,,,
8389,08/02/11,07:00:00 PM,10.124,13.040,,,,
8390,08/02/11,08:00:00 PM,8.866,11.953,,,,
8391,08/02/11,09:00:00 PM,7.393,9.583,,,,
8392,08/02/11,10:00:00 PM,7.192,7.920,,,,
8393,08/02/11,11:00:00 PM,6.560,6.940,,,,
8394,08/03/11,12:00:00 AM,6.077,6.102,,,,
8395,08/03/11,01:00:00 AM,6.408,6.000,,,,
8396,08/03/11,02:00:00 AM,6.357,5.924,,,,
8397,08/03/11,03:00:00 AM,6.179,5.693,,,,
8398,08/03/11,04:00:00 AM,5.949,5.231,,,,
8399,08/03/11,05:00:00 AM,6.051,4.921,,,,
8400,08/03/11,06:00:00 AM,6.102,4.714,,,,
8401,08/03/11,07:00:00 AM,5.949,4.662,,,,
8402,08/03/11,08:00:00 AM,6.306,4.688,,,,
8403,08/03/11,09:00:00 AM,7.268,5.179,,,,
8404,08/03/11,10:00:00 AM,8.817,6.889,,,,
8405,08/03/11,11:00:00 AM,10.051,9.386,,,,
8406,08/03/11,12:00:00 PM,10.467,11.880,,,,
8407,08/03/11,01:00:00 PM,11.321,13.449,,,,
8408,08/03/11,02:00:00 PM,12.654,13.978,,,,
8409,08/03/11,03:00:00 PM,14.481,15.175,,,,
8410,08/03/11,04:00:00 PM,13.473,15.342,,,,
8411,08/03/11,05:00:00 PM,14.098,17.320,,,,
8412,08/03/11,06:00:00 PM,14.314,18.604,,,,
8413,08/03/11,07:00:00 PM,12.944,15.414,,,,
8414,08/03/11,08:00:00 PM,9.977,13.377,,,,
8415,08/03/11,09:00:00 PM,9.163,11.078,,,,
8416,08/03/11,10:00:00 PM,8.245,8.419,,,,
8417,08/03/11,11:00:00 PM,7.920,7.041,,,,
8418,08/04/11,12:00:00 AM,7.970,6.585,,,,
8419,08/04/11,01:00:00 AM,7.419,6.153,,,,
8420,08/04/11,02:00:00 AM,7.820,6.000,,,,
8421,08/04/11,03:00:00 AM,8.020,6.077,,,,
8422,08/04/11,04:00:00 AM,7.720,6.153,,,,
8423,08/04/11,05:00:00 AM,8.120,6.128,,,,
8424,08/04/11,06:00:00 AM,8.469,6.306,,,,
8425,08/04/11,07:00:00 AM,7.945,6.864,,,,
8426,08/04/11,08:00:00 AM,8.568,7.895,,,,
8427,08/04/11,09:00:00 AM,9.410,9.163,,,,
8428,08/04/11,10:00:00 AM,8.145,9.952,,,,
8429,08/04/11,11:00:00 AM,8.444,9.583,,,,
8430,08/04/11,12:00:00 PM,8.965,11.321,,,,
8431,08/04/11,01:00:00 PM,10.394,12.823,,,,
8432,08/04/11,02:00:00 PM,11.029,14.960,,,,
8433,08/04/11,03:00:00 PM,13.473,15.796,,,,
8434,08/04/11,04:00:00 PM,13.401,17.772,,,,
8435,08/04/11,05:00:00 PM,12.509,18.033,,,,
8436,08/04/11,06:00:00 PM,10.492,14.888,,,,
8437,08/04/11,07:00:00 PM,10.026,12.316,,,,
8438,08/04/11,08:00:00 PM,9.139,10.883,,,,
8439,08/04/11,09:00:00 PM,8.568,9.509,,,,
8440,08/04/11,10:00:00 PM,8.245,8.220,,,,
8441,08/04/11,11:00:00 PM,7.519,7.242,,,,
8442,08/05/11,12:00:00 AM,7.419,6.864,,,,
8443,08/05/11,01:00:00 AM,7.217,6.509,,,,
8444,08/05/11,02:00:00 AM,6.990,6.408,,,,
8445,08/05/11,03:00:00 AM,7.494,6.382,,,,
8446,08/05/11,04:00:00 AM,6.179,5.796,,,,
8447,08/05/11,05:00:00 AM,5.975,4.999,,,,
8448,08/05/11,06:00:00 AM,5.488,4.714,,,,
8449,08/05/11,07:00:00 AM,5.282,4.610,,,,
8450,08/05/11,08:00:00 AM,5.437,4.558,,,,
8451,08/05/11,09:00:00 AM,6.153,4.662,,,,
8452,08/05/11,10:00:00 AM,7.670,6.000,,,,
8453,08/05/11,11:00:00 AM,8.717,8.668,,,,
8454,08/05/11,12:00:00 PM,9.756,10.638,,,,
8455,08/05/11,01:00:00 PM,10.834,12.534,,,,
8456,08/05/11,02:00:00 PM,12.050,14.314,,,,
8457,08/05/11,03:00:00 PM,13.257,15.175,,,,
8458,08/05/11,04:00:00 PM,14.409,16.272,,,,
8459,08/05/11,05:00:00 PM,12.243,17.605,,,,
8460,08/05/11,06:00:00 PM,10.883,16.225,,,,
8461,08/05/11,07:00:00 PM,11.565,15.270,,,,
8462,08/05/11,08:00:00 PM,8.419,11.662,,,,
8463,08/05/11,09:00:00 PM,7.619,9.336,,,,
8464,08/05/11,10:00:00 PM,5.437,7.870,,,,
8465,08/05/11,11:00:00 PM,5.565,6.509,,,,
8466,08/06/11,12:00:00 AM,5.231,5.514,,,,
8467,08/06/11,01:00:00 AM,4.999,4.610,,,,
8468,08/06/11,02:00:00 AM,4.766,4.089,,,,
8469,08/06/11,03:00:00 AM,4.921,3.433,,,,
8470,08/06/11,04:00:00 AM,4.089,3.116,,,,
8471,08/06/11,05:00:00 AM,4.376,2.717,,,,
8472,08/06/11,06:00:00 AM,4.428,2.664,,,,
8473,08/06/11,07:00:00 AM,4.584,2.770,,,,
8474,08/06/11,08:00:00 AM,4.766,2.850,,,,
8475,08/06/11,09:00:00 AM,6.204,3.775,,,,
8476,08/06/11,10:00:00 AM,7.569,4.921,,,,
8477,08/06/11,11:00:00 AM,8.469,8.369,,,,
8478,08/06/11,12:00:00 PM,9.731,11.102,,,,
8479,08/06/11,01:00:00 PM,10.614,13.858,,,,
8480,08/06/11,02:00:00 PM,12.025,16.630,,,,
8481,08/06/11,03:00:00 PM,13.594,17.962,,,,
8482,08/06/11,04:00:00 PM,13.112,18.081,,,,
8483,08/06/11,05:00:00 PM,14.218,19.032,,,,
8484,08/06/11,06:00:00 PM,13.209,18.509,,,,
8485,08/06/11,07:00:00 PM,11.734,17.368,,,,
8486,08/06/11,08:00:00 PM,9.756,15.103,,,,
8487,08/06/11,09:00:00 PM,8.817,12.485,,,,
8488,08/06/11,10:00:00 PM,7.015,8.817,,,,
8489,08/06/11,11:00:00 PM,5.796,6.408,,,,
8490,08/07/11,12:00:00 AM,5.437,5.231,,,,
8491,08/07/11,01:00:00 AM,5.231,4.454,,,,
8492,08/07/11,02:00:00 AM,4.766,3.827,,,,
8493,08/07/11,03:00:00 AM,4.584,3.459,,,,
8494,08/07/11,04:00:00 AM,4.402,3.142,,,,
8495,08/07/11,05:00:00 AM,4.063,2.877,,,,
8496,08/07/11,06:00:00 AM,4.011,2.770,,,,
8497,08/07/11,07:00:00 AM,4.402,2.877,,,,
8498,08/07/11,08:00:00 AM,4.089,2.744,,,,
8499,08/07/11,09:00:00 AM,5.693,3.089,,,,
8500,08/07/11,10:00:00 AM,6.813,4.532,,,,
8501,08/07/11,11:00:00 AM,7.419,7.519,,,,
8502,08/07/11,12:00:00 PM,8.817,9.336,,,,
8503,08/07/11,01:00:00 PM,9.608,10.394,,,,
8504,08/07/11,02:00:00 PM,12.896,12.727,,,,
8505,08/07/11,03:00:00 PM,12.751,14.649,,,,
8506,08/07/11,04:00:00 PM,14.577,16.177,,,,
8507,08/07/11,05:00:00 PM,14.505,17.011,,,,
8508,08/07/11,06:00:00 PM,14.026,17.130,,,,
8509,08/07/11,07:00:00 PM,11.565,14.290,,,,
8510,08/07/11,08:00:00 PM,10.345,12.292,,,,
8511,08/07/11,09:00:00 PM,8.866,9.632,,,,
8512,08/07/11,10:00:00 PM,7.995,8.070,,,,
8513,08/07/11,11:00:00 PM,7.469,7.066,,,,
8514,08/08/11,12:00:00 AM,6.763,6.153,,,,
8515,08/08/11,01:00:00 AM,6.433,5.591,,,,
8516,08/08/11,02:00:00 AM,5.847,5.334,,,,
8517,08/08/11,03:00:00 AM,5.076,5.128,,,,
8518,08/08/11,04:00:00 AM,4.895,4.740,,,,
8519,08/08/11,05:00:00 AM,4.818,4.584,,,,
8520,08/08/11,06:00:00 AM,4.402,3.985,,,,
8521,08/08/11,07:00:00 AM,4.818,4.220,,,,
8522,08/08/11,08:00:00 AM,5.205,5.745,,,,
8523,08/08/11,09:00:00 AM,6.255,7.544,,,,
8524,08/08/11,10:00:00 AM,6.661,9.213,,,,
8525,08/08/11,11:00:00 AM,8.742,9.238,,,,
8526,08/08/11,12:00:00 PM,9.682,11.759,,,,
8527,08/08/11,01:00:00 PM,11.248,13.858,,,,
8528,08/08/11,02:00:00 PM,12.727,16.630,,,,
8529,08/08/11,03:00:00 PM,13.064,17.772,,,,
8530,08/08/11,04:00:00 PM,15.008,19.270,,,,
8531,08/08/11,05:00:00 PM,14.649,20.365,,,,
8532,08/08/11,06:00:00 PM,13.257,19.008,,,,
8533,08/08/11,07:00:00 PM,11.613,16.249,,,,
8534,08/08/11,08:00:00 PM,9.854,13.161,,,,
8535,08/08/11,09:00:00 PM,8.916,11.443,,,,
8536,08/08/11,10:00:00 PM,8.020,8.618,,,,
8537,08/08/11,11:00:00 PM,7.293,6.889,,,,
8538,08/09/11,12:00:00 AM,6.839,6.026,,,,
8539,08/09/11,01:00:00 AM,6.204,5.050,,,,
8540,08/09/11,02:00:00 AM,5.872,4.480,,,,
8541,08/09/11,03:00:00 AM,5.514,3.827,,,,
8542,08/09/11,04:00:00 AM,4.921,2.930,,,,
8543,08/09/11,05:00:00 AM,5.024,2.503,,,,
8544,08/09/11,06:00:00 AM,5.128,2.557,,,,
8545,08/09/11,07:00:00 AM,5.024,2.823,,,,
8546,08/09/11,08:00:00 AM,5.462,3.116,,,,
8547,08/09/11,09:00:00 AM,7.318,3.301,,,,
8548,08/09/11,10:00:00 AM,8.618,5.231,,,,
8549,08/09/11,11:00:00 AM,10.345,8.618,,,,
8550,08/09/11,12:00:00 PM,11.686,11.613,,,,
8551,08/09/11,01:00:00 PM,12.606,14.649,,,,
8552,08/09/11,02:00:00 PM,13.257,15.366,,,,
8553,08/09/11,03:00:00 PM,12.968,15.581,,,,
8554,08/09/11,04:00:00 PM,13.594,16.320,,,,
8555,08/09/11,05:00:00 PM,11.127,16.082,,,,
8556,08/09/11,06:00:00 PM,9.361,13.858,,,,
8557,08/09/11,07:00:00 PM,9.139,12.098,,,,
8558,08/09/11,08:00:00 PM,8.070,10.932,,,,
8559,08/09/11,09:00:00 PM,7.795,8.618,,,,
8560,08/09/11,10:00:00 PM,6.737,7.318,,,,
8561,08/09/11,11:00:00 PM,6.128,6.433,,,,
8562,08/10/11,12:00:00 AM,5.179,5.719,,,,
8563,08/10/11,01:00:00 AM,5.308,4.714,,,,
8564,08/10/11,02:00:00 AM,5.179,4.532,,,,
8565,08/10/11,03:00:00 AM,4.558,3.617,,,,
8566,08/10/11,04:00:00 AM,4.610,3.274,,,,
8567,08/10/11,05:00:00 AM,4.089,2.903,,,,
8568,08/10/11,06:00:00 AM,4.168,2.557,,,,
8569,08/10/11,07:00:00 AM,4.220,2.770,,,,
8570,08/10/11,08:00:00 AM,4.869,3.512,,,,
8571,08/10/11,09:00:00 AM,5.821,6.102,,,,
8572,08/10/11,10:00:00 AM,6.990,8.618,,,,
